case_id,amp,pw,Ea_mean,Ea_sigma,tfe,epife_read,Iref,VFB_read,VG_name,dV1,dV10,dV100,dV1000,A1,A10,A100,A1000,ratio1,ratio10,ratio100,g1_1_10,g2_10_100,g3_100_1000,A1e6_heur,is_mono,trend_score,elapsed_s
A1p60_PW0p05us_Em0p95_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,5e-08,0.95,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,0,0,-0.0103307628300745,-0.082116702287617,0,0,0.0103307628300745,0.082116702287617,0,0,0.12580586582606,0,0.0103307628300745,0.0717859394575425,0.189795611473931,1,1.13205610612335,21.9413371
A1p60_PW0p05us_Em1p00_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,5e-08,1,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,0,0,-0.0205280976479344,-0.0821167022876163,0,0,0.0205280976479344,0.0821167022876163,0,0,0.249986873267683,0,0.0205280976479344,0.0615886046396819,0.174499609247139,1,1.13154623938245,21.3731472
A1p60_PW0p10us_Em1p00_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,1e-07,1,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,0,0,-0.0205280976479354,-0.0821081077611894,0,0,0.0205280976479354,0.0821081077611894,0,0,0.250013040218162,0,0.0205280976479354,0.061580010113254,0.17447812293107,1,1.13151143155042,24.5777421
A1p60_PW0p10us_Em0p95_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,1e-07,0.95,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,0,0,-0.0615842977545267,-0.0821253158391413,0,0,0.0615842977545267,0.0821253158391413,0,0,0.749882020242719,0,0.0615842977545267,0.0205410180846146,0.112936842966063,1,1.1295283142608,28.6758207
A1p60_PW0p02us_Em0p95_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,2e-08,0.95,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,0,0,-0.0513805242032356,-0.0719976907101083,0,0,0.0513805242032356,0.0719976907101083,0,0,0.713641280664324,0,0.0513805242032356,0.0206171665068727,0.102923440470417,1,1.08902162116578,21.9434801
A1p60_PW0p10us_Em1p00_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,1e-07,1,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,0,0,-0.0205693770893549,-0.0617148010776929,0,0,0.0205693770893549,0.0617148010776929,0,0,0.333297308427845,0,0.0205693770893549,0.041145423988338,0.1234329370602,1,1.04891647551019,23.2922762
A1p60_PW0p05us_Em0p95_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,5e-08,0.95,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,0,-0.0102753846609502,-0.0308013360274476,-0.0822730753710581,0,0.0102753846609502,0.0308013360274476,0.0822730753710581,0,0.124893649770687,0.374379295881808,0.0102753846609502,0.0205259513664974,0.0514717393436105,0.159480684386474,1,1.03325521725274,25.8911744
A1p60_PW0p05us_Em1p00_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,5e-08,1,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,0,0,-0.020567157652042,-0.0512947412099956,0,0,0.020567157652042,0.0512947412099956,0,0,0.400960355133523,0,0.020567157652042,0.0307275835579536,0.0973861165469259,1,1.00671534401788,22.8544879
A1p60_PW0p10us_Em0p95_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,1e-07,0.95,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,0,-0.0205627278437903,-0.0615714350534757,-0.0925715152742644,0,0.0205627278437903,0.0615714350534757,0.0925715152742644,0,0.222128024834297,0.665122903854994,0.0205627278437903,0.0410087072096854,0.0310000802207887,0.139071635605447,1,0.988802505237683,27.9176138
A1p60_PW0p02us_Em1p00_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,2e-08,1,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,0,0,-0.0102895565445305,-0.0410540490144321,0,0,0.0102895565445305,0.0410540490144321,0,0,0.250634390311009,0,0.0102895565445305,0.0307644924699016,0.0872007877192846,1,0.965754420681224,20.9304581
A1p60_PW0p02us_Em1p00_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,2e-08,1,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,0,0,-0.010197334817861,-0.0309436416956766,0,0,0.010197334817861,0.0309436416956766,0,0,0.329545401221659,0,0.010197334817861,0.0207463068778156,0.0620631020124001,1,0.924811882126597,22.7237297
A1p60_PW0p05us_Em1p05_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,5e-08,1.05,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,0,0,-0.010197334817861,-0.0205693770893545,0,0,0.010197334817861,0.0205693770893545,0,0,0.495753214769861,0,0.010197334817861,0.0103720422714935,0.0361274404965947,1,0.882796110470993,21.7435635
A1p80_PW0p05us_Em1p05_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,5e-08,1.05,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.0821253158391403,-0.123213919561263,-0.205588673791898,-0.236149362076576,0.0821253158391403,0.123213919561263,0.205588673791898,0.236149362076576,0.347768527159983,0.521762661045464,0.870587462036982,0.0410886037221225,0.0823747542306356,0.0305606882846774,0.281990394503592,1,-0.119888829846606,34.4778211
A1p80_PW0p10us_Em1p05_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,1e-07,1.05,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.102846899935215,-0.12344965229412,-0.226211527313556,-0.236430786439949,0.102846899935215,0.12344965229412,0.226211527313556,0.236430786439949,0.43499791834993,0.522138652723532,0.956776952442324,0.0206027523589054,0.102761875019436,0.0102192591263927,0.251759675129538,1,-0.164407959850036,42.650286
A1p60_PW0p02us_Em1p05_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,2e-08,1.05,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,0,0,0,-0.0308567141965731,0,0,0,0.0308567141965731,0,0,0,0,0,0.0308567141965731,0.0771417854914327,1,-0.675030307503879,18.086651
A1p60_PW0p10us_Em1p05_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,1e-07,1.05,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,0,0,0,-0.030856714196572,0,0,0,0.030856714196572,0,0,0,0,0,0.030856714196572,0.07714178549143,1,-0.675030307503883,21.2686055
A1p80_PW0p05us_Em1p05_Es0p20_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,5e-08,1.05,0.2,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.030900139919429,-0.133725850586443,-0.153930559501545,-0.226155831443939,0.030900139919429,0.133725850586443,0.153930559501545,0.226155831443939,0.136632072328804,0.591299590785003,0.680639356141045,0.102825710667014,0.0202047089151022,0.0722252719423936,0.334493739357529,1,-0.723771719236579,35.4019081
A1p80_PW0p10us_Em1p05_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,1e-07,1.05,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,-0.0410669694511112,-0.123463026563144,-0.185019296702545,-0.215902688792014,0.0410669694511112,0.123463026563144,0.185019296702545,0.215902688792014,0.190210551248263,0.571845710926182,0.856956889873563,0.0823960571120325,0.0615562701394008,0.0308833920894699,0.262227776926219,1,-0.747993799285694,40.4475259
A1p40_PW0p10us_Em1p00_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.4,1e-07,1,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,0,0,0,0.0104133929555816,0,0,0,0.0104133929555816,0,0,0,0,0,0.0104133929555816,0.0260334823889541,1,-0.757825758529894,22.6157542
A1p40_PW0p05us_Em1p05_Es0p18_tfe1p20em6_epi22p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.4,5e-08,1.05,0.18,1.2e-06,22,1e-07,-0.5,VGm0p8_to_2p2,0,0,0,0.0101582064685997,0,0,0,0.0101582064685997,0,0,0,0,0,0.0101582064685997,0.0253955161714992,1,-0.758859263802171,22.1728503
